Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,outlet_age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable
DRI25,19.6,3611,Soft Drinks,56.2614,OUT046,1997,773.6596,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDY44,14.15,2176,Fruits and Vegetables,197.21099999999998,OUT045,2002,3731.809,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW38,12.792854228644991,0,Dairy,55.9298,OUT019,1985,107.8596,38,,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDY33,12.792854228644991,9711,Snack Foods,159.0262,OUT027,1985,5887.6694,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRH51,17.6,9741,Dairy,89.8856,OUT035,2004,351.5424,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDT32,19.0,7358,Fruits and Vegetables,188.4214,OUT017,2007,2826.321,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI50,8.42,3221,Canned,228.7352,OUT049,1999,5954.9152,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB60,9.3,2837,Baking Goods,195.8136,OUT013,1987,2332.9632,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDP09,19.75,3605,Snack Foods,213.2902,OUT035,2004,4247.804,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA20,6.78,7409,Fruits and Vegetables,185.324,OUT013,1987,3914.9040000000005,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCX05,12.792854228644991,12425,Health and Hygiene,116.2492,OUT019,1985,115.8492,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
DRF37,17.25,0,Soft Drinks,263.591,OUT045,2002,788.9730000000001,21,,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDJ26,15.3,8939,Canned,215.0218,OUT046,1997,1923.4962,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDZ25,15.7,2738,Canned,168.27900000000002,OUT046,1997,4074.696,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDZ58,17.85,5953,Snack Foods,121.7072,OUT035,2004,2817.6656,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ50,12.792854228644991,0,Dairy,184.2608,OUT027,1985,6064.1064,38,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCG18,15.3,4294,Household,104.0332,OUT010,1998,205.0664,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDZ56,16.25,2368,Fruits and Vegetables,166.9474,OUT045,2002,2863.6058,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH50,15.0,12248,Canned,185.1266,OUT013,1987,2213.1192,36,highviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRO35,13.85,3729,Hard Drinks,116.1492,OUT045,2002,1274.3412,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
DRH51,12.792854228644991,0,Dairy,89.1856,OUT027,1985,2109.2544,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS19,13.8,7186,Fruits and Vegetables,77.3012,OUT049,1999,1593.9252,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCM06,7.475,8235,Household,153.9656,OUT018,2009,2625.9152,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDP52,18.7,7802,Frozen Foods,228.601,OUT017,2007,4823.721,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK02,12.5,12729,Canned,119.244,OUT010,1998,119.844,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDG59,15.85,4940,Starchy Foods,38.3164,OUT046,1997,540.6296,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN20,12.792854228644991,2449,Fruits and Vegetables,169.5474,OUT027,1985,4211.185,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO57,20.75,10398,Snack Foods,161.3578,OUT018,2009,4492.8184,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCJ30,5.82,8625,Household,168.37900000000002,OUT035,2004,1188.453,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDQ31,5.785,9294,Fruits and Vegetables,89.8856,OUT010,1998,175.7712,25,viz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDC05,13.1,9844,Frozen Foods,195.7768,OUT049,1999,4138.6128,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDM08,10.1,0,Fruits and Vegetables,225.1088,OUT013,1987,3579.3408,36,,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCA41,16.75,3437,Health and Hygiene,192.1162,OUT035,2004,3848.324,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDK15,12.792854228644991,9794,Meat,98.9042,OUT027,1985,4960.21,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX56,17.1,0,Fruits and Vegetables,208.5638,OUT049,1999,5383.6588,24,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDT21,7.42,1545,Snack Foods,248.9092,OUT046,1997,2241.0828,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ46,7.51,10127,Snack Foods,113.7544,OUT046,1997,671.1264,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS01,12.792854228644991,3247,Canned,179.6686,OUT019,1985,177.7686,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDW34,12.792854228644991,6982,Snack Foods,242.417,OUT019,1985,486.034,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX07,19.2,1970,Fruits and Vegetables,181.195,OUT035,2004,2380.235,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN13,18.6,12039,Breakfast,99.9358,OUT046,1997,201.0716,26,highviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCP02,7.105,5148,Household,59.2562,OUT018,2009,651.8182,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDT48,4.92,5323,Baking Goods,199.8084,OUT017,2007,3968.1679999999997,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ49,11.0,11482,Canned,221.5798,OUT035,2004,4187.2162,19,highviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB17,13.15,4060,Frozen Foods,181.3976,OUT017,2007,3078.6592,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDP48,7.52,5039,Baking Goods,182.995,OUT018,2009,4394.28,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDI53,8.895,11633,Frozen Foods,162.1236,OUT049,1999,2577.9776,24,highviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDW02,4.805,4151,Dairy,126.7704,OUT013,1987,2628.5784,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV32,7.785,9197,Fruits and Vegetables,62.751000000000005,OUT018,2009,1707.777,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDG38,8.975,6040,Canned,86.0224,OUT017,2007,1278.336,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCB31,12.792854228644991,10807,Household,262.89099999999996,OUT027,1985,5522.811,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDF52,9.3,0,Frozen Foods,182.9292,OUT017,2007,4013.4424,16,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDB15,10.895,11603,Dairy,263.7568,OUT049,1999,7646.0472,24,highviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDO48,15.0,2631,Baking Goods,220.9456,OUT018,2009,1768.3648,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCR53,12.15,0,Health and Hygiene,224.4404,OUT018,2009,5626.01,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDF56,16.7,10863,Fruits and Vegetables,180.3976,OUT013,1987,3078.6592,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDL57,15.1,7500,Snack Foods,257.3304,OUT018,2009,3874.9559999999997,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCC31,8.02,0,Household,157.7972,OUT013,1987,1713.7692,36,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDE33,19.35,5750,Fruits and Vegetables,78.2644,OUT049,1999,1492.7236,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDV52,20.7,11008,Frozen Foods,119.7466,OUT017,2007,4006.7844,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDR46,12.792854228644991,11656,Snack Foods,147.476,OUT027,1985,3368.948,38,highviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRE12,4.59,7772,Soft Drinks,114.586,OUT046,1997,1245.046,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDD57,18.1,4117,Fruits and Vegetables,95.5094,OUT010,1998,95.2094,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
NCS41,12.85,6088,Health and Hygiene,185.1608,OUT049,1999,2388.8904,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCY41,16.75,8257,Health and Hygiene,34.0532,OUT017,2007,575.2512,16,viz,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
FDV22,14.85,350,Snack Foods,154.463,OUT017,2007,3755.112,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF12,8.235,8801,Baking Goods,149.1076,OUT045,2002,1182.4608,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM13,6.425,7057,Breakfast,131.3626,OUT013,1987,262.3252,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ56,6.59,10251,Fruits and Vegetables,83.4908,OUT046,1997,1342.2528,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDW55,12.792854228644991,1853,Fruits and Vegetables,247.0092,OUT027,1985,5478.2024,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCT29,12.792854228644991,7127,Health and Hygiene,123.0414,OUT027,1985,4629.9732,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCX42,6.36,68,Household,163.0526,OUT017,2007,1644.526,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDR24,17.35,7065,Baking Goods,89.383,OUT017,2007,1258.362,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCS42,8.6,7678,Household,90.5146,OUT017,2007,729.7168,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDL40,17.7,539,Frozen Foods,96.541,OUT018,2009,2220.4429999999998,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDD47,7.6,11797,Starchy Foods,171.9448,OUT046,1997,3749.7856,26,highviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRE03,19.6,2134,Dairy,48.7718,OUT046,1997,236.359,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCM18,12.792854228644991,8783,Household,61.3194,OUT027,1985,2043.3402,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDF52,9.3,7455,Frozen Foods,184.2292,OUT045,2002,1641.8628,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCG43,20.2,8079,Household,91.4462,OUT045,2002,1943.4702,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDE20,11.35,28,Fruits and Vegetables,171.179,OUT046,1997,4923.590999999999,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI33,16.5,2849,Snack Foods,90.3146,OUT017,2007,2554.0088,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCT06,17.1,4344,Household,165.0842,OUT013,1987,2320.9788,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY24,4.88,0,Baking Goods,53.1298,OUT035,2004,808.947,19,,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ33,10.195,10354,Snack Foods,148.7076,OUT017,2007,1330.2684,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDJ55,12.8,2063,Meat,223.2404,OUT018,2009,2475.4444,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDE45,12.792854228644991,7758,Fruits and Vegetables,180.4002,OUT019,1985,716.4008,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDD44,8.05,8472,Fruits and Vegetables,258.5646,OUT018,2009,3091.9752,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDD10,20.6,5322,Snack Foods,178.0344,OUT018,2009,1605.9096,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA39,6.32,666,Meat,39.9822,OUT018,2009,78.5644,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB36,5.465,5605,Baking Goods,131.2626,OUT013,1987,3410.2276,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK52,18.25,11464,Frozen Foods,226.2062,OUT010,1998,677.1186,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDJ36,14.5,11299,Baking Goods,102.0332,OUT049,1999,2050.6639999999998,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCB55,15.7,12249,Household,57.5562,OUT018,2009,829.5868,14,highviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCK18,9.6,482,Household,166.9184,OUT010,1998,660.4736,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDX27,20.7,10643,Dairy,94.9436,OUT049,1999,1229.0668,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB08,6.055,3256,Fruits and Vegetables,159.9578,OUT046,1997,2727.7826,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX43,5.655,8977,Fruits and Vegetables,165.05,OUT046,1997,2330.3,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA20,6.78,7454,Fruits and Vegetables,186.424,OUT018,2009,1304.968,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC04,12.792854228644991,8479,Dairy,241.3854,OUT019,1985,483.3708,38,viz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDG17,6.865,3950,Frozen Foods,244.4486,OUT017,2007,4153.9262,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDU58,6.61,5611,Snack Foods,188.4898,OUT010,1998,187.0898,25,lowviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP24,12.792854228644991,8803,Baking Goods,120.9756,OUT027,1985,3877.6192,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCT29,12.6,7181,Health and Hygiene,121.9414,OUT045,2002,1462.0968,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDB08,6.055,3278,Fruits and Vegetables,160.3578,OUT018,2009,1765.0358,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCB43,20.2,9946,Household,188.3898,OUT045,2002,3554.7062,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
DRK49,14.15,3927,Soft Drinks,40.5138,OUT046,1997,446.7518,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDR37,16.5,7373,Breakfast,184.4292,OUT013,1987,3101.2964,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG56,13.3,7838,Fruits and Vegetables,61.0536,OUT035,2004,1898.8616,19,viz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE34,9.195,10358,Snack Foods,181.7634,OUT049,1999,6179.9556,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDE16,12.792854228644991,2480,Frozen Foods,207.5954,OUT027,1985,6668.6528,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT58,9.0,9007,Snack Foods,168.6816,OUT035,2004,1342.2528,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR03,15.7,232,Meat,207.898,OUT035,2004,3095.97,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCL30,18.1,5660,Household,128.7336,OUT049,1999,2173.1712,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDT22,12.792854228644991,10494,Snack Foods,59.821999999999996,OUT027,1985,1677.816,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP45,15.7,3186,Snack Foods,253.1724,OUT049,1999,5285.1204,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDS15,9.195,8419,Meat,107.1596,OUT013,1987,2804.3496,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDF16,12.792854228644991,8994,Frozen Foods,146.6076,OUT027,1985,1773.6912,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL13,13.85,6434,Breakfast,234.93,OUT045,2002,4660.6,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCV30,20.2,7374,Household,61.451,OUT018,2009,126.50200000000001,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDO10,13.65,665,Snack Foods,55.5588,OUT046,1997,1603.2464,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDQ03,15.0,8418,Meat,238.7248,OUT013,1987,2133.2232,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCC55,10.695,7150,Household,36.0848,OUT018,2009,372.848,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDD52,12.792854228644991,12650,Dairy,109.15700000000001,OUT027,1985,1867.569,38,highviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI16,14.0,11576,Frozen Foods,54.864,OUT018,2009,319.584,14,highviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB44,6.655,1189,Fruits and Vegetables,210.0586,OUT046,1997,4221.1720000000005,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA25,16.5,7568,Canned,101.199,OUT046,1997,1031.99,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV33,9.6,2706,Snack Foods,257.8304,OUT046,1997,1808.3128,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX47,6.55,3734,Breads,155.8288,OUT049,1999,1099.9016,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDO50,16.25,0,Canned,89.8804,OUT017,2007,1102.5648,16,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDV57,15.25,7337,Snack Foods,179.86599999999999,OUT013,1987,2696.49,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDB02,9.695,2928,Canned,174.537,OUT035,2004,1235.059,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD16,12.792854228644991,7111,Frozen Foods,74.7696,OUT019,1985,74.5696,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX02,16.0,6510,Dairy,225.0404,OUT046,1997,4950.8888,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP11,15.85,10709,Breads,218.3166,OUT010,1998,435.4332,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDH32,12.792854228644991,8183,Fruits and Vegetables,98.241,OUT027,1985,2220.4429999999998,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCL18,18.85,12388,Household,193.9136,OUT049,1999,3110.6176,24,highviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDT12,6.215,5753,Baking Goods,224.5062,OUT045,2002,4514.124,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDD50,12.792854228644991,11740,Canned,167.7132,OUT027,1985,3889.6036,38,highviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCU05,11.8,6699,Health and Hygiene,80.8618,OUT049,1999,1288.9888,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDI56,7.325,9537,Fruits and Vegetables,90.3146,OUT018,2009,1733.0774,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRL11,10.5,5567,Hard Drinks,159.2946,OUT049,1999,1893.5352,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDQ08,15.7,1399,Fruits and Vegetables,61.9536,OUT045,2002,1225.072,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW20,12.792854228644991,2105,Fruits and Vegetables,124.973,OUT027,1985,2463.46,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW46,13.0,7742,Snack Foods,63.4484,OUT045,2002,1043.9744,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDO09,13.5,11152,Snack Foods,264.491,OUT049,1999,6574.775,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRJ49,6.865,778,Soft Drinks,128.9652,OUT018,2009,1679.1476,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDP26,7.785,11676,Dairy,103.0306,OUT013,1987,2404.2038,36,highviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDO19,17.7,1145,Fruits and Vegetables,46.9034,OUT035,2004,972.068,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCG43,20.2,11106,Household,93.6462,OUT010,1998,277.6386,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDG02,7.855,494,Canned,189.5188,OUT046,1997,1904.1879999999999,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO32,6.36,10917,Fruits and Vegetables,45.906000000000006,OUT035,2004,419.454,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR34,17.0,1079,Snack Foods,229.4352,OUT046,1997,4809.7392,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDU59,5.78,9681,Breads,163.5552,OUT046,1997,1787.0072,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN31,11.5,7964,Fruits and Vegetables,187.953,OUT045,2002,2656.542,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDT55,12.792854228644991,4955,Fruits and Vegetables,158.1946,OUT027,1985,6942.9624,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDE08,18.2,5725,Fruits and Vegetables,147.3734,OUT018,2009,2375.5744,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDK52,18.25,8513,Frozen Foods,223.8062,OUT013,1987,4288.4178,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW11,12.6,5627,Breads,60.4194,OUT013,1987,990.7104,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC03,8.575,7873,Dairy,195.3794,OUT049,1999,3511.4292,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR43,18.2,12278,Fruits and Vegetables,37.719,OUT018,2009,549.285,14,highviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDL14,8.115,6121,Canned,155.2972,OUT010,1998,311.5944,25,lowviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDP39,12.65,7657,Meat,52.4324,OUT045,2002,571.2564,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDG29,12.792854228644991,6389,Frozen Foods,40.0454,OUT027,1985,419.454,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRH15,8.775,10422,Dairy,41.9428,OUT046,1997,1537.9979999999998,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDT11,5.94,2944,Breads,187.7556,OUT035,2004,3755.112,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU48,18.85,6326,Baking Goods,131.5284,OUT035,2004,1581.9408,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY12,9.8,0,Baking Goods,49.2008,OUT013,1987,657.8104,36,,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDS44,12.65,12144,Fruits and Vegetables,238.3538,OUT017,2007,5528.1374,16,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCP06,20.7,4445,Household,149.8366,OUT018,2009,2267.049,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
DRH23,14.65,12430,Hard Drinks,55.2614,OUT013,1987,718.3982,36,highviz,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDA16,12.792854228644991,3592,Frozen Foods,222.8456,OUT027,1985,7073.4592,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDT45,15.85,6556,Snack Foods,55.8956,OUT018,2009,491.3604,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDE56,17.25,12212,Fruits and Vegetables,61.5194,OUT017,2007,1052.6298,16,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA40,16.0,9924,Frozen Foods,87.4856,OUT017,2007,263.6568,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA39,6.32,659,Meat,40.2822,OUT046,1997,628.5152,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCB19,6.525,9305,Household,86.7882,OUT035,2004,1975.4286,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDZ34,6.695,0,Starchy Foods,191.882,OUT013,1987,3861.64,36,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV22,14.85,342,Snack Foods,157.963,OUT045,2002,2816.3340000000003,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
